gene name	clone count	clone frequency	gene count	gene frequency
TRBV5-1	1583	0.223366727811486	880	0.148223008253327
TRBV20-1	954	0.134612671087907	877	0.147717702543372
TRBV29-1	565	0.0797234372795259	539	0.0907865925551625
TRBV7-2	469	0.0661775081134472	327	0.0550783223850429
TRBV12-3	422	0.0595456469592211	401	0.0675425298972545
TRBV10-3	259	0.0365457880626499	246	0.0414350682162708
TRBV7-6	248	0.0349936503457034	233	0.0392454101398012
TRBV7-9	185	0.0261041343304642	178	0.0299814721239683
TRBV6-5	171	0.0241286863270777	167	0.0281286845208018
TRBV6-1	146	0.0206011006067447	109	0.0183594407950143
TRBV11-3	140	0.0197544800338648	135	0.0227387569479535
TRBV12-2	132	0.0186256526033583	127	0.0213912750547415
TRBV12-4	128	0.018061238888105	116	0.0195384874515749
TRBV15	123	0.0173557217440384	119	0.0200437931615294
TRBV24-1	106	0.0149569634542119	102	0.0171803941384538
TRBV11-2	102	0.0143925497389587	98	0.0165066531918477
TRBV7-3	81	0.0114293777338789	78	0.0131379484588176
TRBV18	77	0.0108649640186257	75	0.0126326427488631
TRBV5-6	76	0.0107238605898123	75	0.0126326427488631
TRBV7-7	75	0.010582757160999	66	0.0111167256189995
TRBV10-1	75	0.010582757160999	72	0.0121273370389085
TRBV2	74	0.0104416537321857	69	0.011622031328954
TRBV7-8	71	0.0100183434457457	65	0.010948290382348
TRBV4-1	69	0.00973613658811909	66	0.0111167256189995
TRBV6-6	66	0.00931282630167913	62	0.0104429846723935
TRBV4-2	61	0.00860730915761253	59	0.00993767896243894
TRBV30	61	0.00860730915761253	59	0.00993767896243894
TRBV5-5	51	0.00719627486947933	47	0.00791645612262085
TRBV4-3	50	0.00705517144066601	48	0.00808489135927236
TRBV6-2	47	0.00663186115422605	43	0.00724271517601482
TRBV19	42	0.00592634401015945	40	0.0067374094660603
TRBV6-4	40	0.00564413715253281	39	0.00656897422940879
TRBV9	35	0.00493862000846621	30	0.00505305709954523
TRBV10-2	34	0.00479751657965289	32	0.00538992757284824
TRBV3-1	33	0.00465641315083957	32	0.00538992757284824
TRBV27	31	0.00437420629321292	30	0.00505305709954523
TRBV5-3	30	0.0042331028643996	29	0.00488462186289372
TRBV28	27	0.00380979257795964	25	0.00421088091628769
TRBV5-4	23	0.00324537886270636	23	0.00387401044298467
TRBV21-1	22	0.00310427543389304	22	0.00370557520633316
TRBV11-1	18	0.00253986171863976	17	0.00286339902307563
TRBV23-1	12	0.00169324114575984	11	0.00185278760316658
TRBV14	10	0.0014110342881332	10	0.00168435236651507
TRBV25-1	9	0.00126993085931988	9	0.00151591712986357
TRBV5-8	8	0.00112882743050656	7	0.00117904665656055
TRBV13	7	0.000987724001693241	6	0.00101061141990905
TRBV12-5	7	0.000987724001693241	7	0.00117904665656055
TRBV7-5	7	0.000987724001693241	6	0.00101061141990905
TRBV5-7	5	0.000705517144066601	5	0.000842176183257537
TRBV1	5	0.000705517144066601	4	0.00067374094660603
TRBV3-2	3	0.00042331028643996	3	0.000505305709954523
TRBV6-8	2	0.00028220685762664	2	0.000336870473303015
TRBV6-3	2	0.00028220685762664	2	0.000336870473303015
TRBV7-4	1	0.00014110342881332	1	0.000168435236651508
TRBV12-1	1	0.00014110342881332	1	0.000168435236651508
TRBV5-2	1	0.00014110342881332	1	0.000168435236651508
TRBV8-2	1	0.00014110342881332	1	0.000168435236651508
TRBV7-1	1	0.00014110342881332	1	0.000168435236651508
TRBV22-1	1	0.00014110342881332	1	0.000168435236651508
TRBV6-9	1	0.00014110342881332	1	0.000168435236651508
TRBV6-7	1	0.00014110342881332	1	0.000168435236651508
#Min clone frequency: 0.00014110342881332	Max clone frequency: 0.223366727811486	 clone frequency SD: 0.0349864570126745
#Min gene frequency: 0.000168435236651508	Max gene frequency: 0.148223008253327	 gene frequency SD: 0.0296548195909986
