gene name	clone count	clone frequency	gene count	gene frequency
TRBV20-1	1105	0.111864749949382	1001	0.123275862068966
TRBV7-9	953	0.0964770196396032	581	0.071551724137931
TRBV5-1	857	0.0867584531281636	477	0.058743842364532
TRBV12-3	653	0.0661064992913545	526	0.0647783251231527
TRBV7-2	642	0.0649929135452521	543	0.066871921182266
TRBV10-3	482	0.0487953026928528	404	0.0497536945812808
TRBV12-4	436	0.044138489572788	375	0.0461822660098522
TRBV4-1	414	0.0419113180805831	383	0.0471674876847291
TRBV29-1	370	0.0374569750961733	316	0.0389162561576355
TRBV6-5	309	0.0312816359586961	287	0.0353448275862069
TRBV3-1	304	0.0307754606195586	226	0.0278325123152709
TRBV9	286	0.0289532293986637	260	0.0320197044334975
TRBV24-1	255	0.0258149422960113	221	0.0272167487684729
TRBV15	230	0.023284065600324	200	0.0246305418719212
TRBV4-2	222	0.022474185057704	193	0.0237684729064039
TRBV27	189	0.0191334278193966	167	0.0205665024630542
TRBV7-3	181	0.0183235472767767	163	0.0200738916256158
TRBV28	181	0.0183235472767767	169	0.0208128078817734
TRBV6-2	177	0.0179186070054667	150	0.0184729064039409
TRBV4-3	175	0.0177161368698117	160	0.0197044334975369
TRBV2	166	0.0168050212593642	142	0.017487684729064
TRBV11-2	157	0.0158939056489168	146	0.0179802955665025
TRBV7-8	153	0.0154889653776068	142	0.017487684729064
TRBV7-6	143	0.0144766146993318	131	0.0161330049261084
TRBV6-6	126	0.0127556185462644	108	0.0133004926108374
TRBV5-5	119	0.012046973071472	96	0.0118226600985222
TRBV5-6	115	0.011642032800162	106	0.0130541871921182
TRBV6-1	47	0.00475804818789229	46	0.00566502463054187
TRBV21-1	46	0.00465681312006479	43	0.00529556650246305
TRBV18	42	0.00425187284875481	41	0.00504926108374384
TRBV10-2	39	0.00394816764527232	37	0.00455665024630542
TRBV25-1	39	0.00394816764527232	38	0.00467980295566502
TRBV7-7	32	0.00323952217047985	31	0.00381773399014778
TRBV11-3	30	0.00303705203482486	30	0.00369458128078818
TRBV11-1	29	0.00293581696699737	26	0.00320197044334975
TRBV14	27	0.00273334683134238	25	0.00307881773399015
TRBV5-8	21	0.0021259364243774	20	0.00246305418719212
TRBV6-4	19	0.00192346628872241	18	0.00221674876847291
TRBV10-1	18	0.00182223122089492	18	0.00221674876847291
TRBV30	14	0.00141729094958494	12	0.00147783251231527
TRBV5-4	13	0.00131605588175744	7	0.000862068965517241
TRBV12-5	10	0.00101235067827495	9	0.00110837438423645
TRBV12-2	10	0.00101235067827495	9	0.00110837438423645
TRBV13	8	0.000809880542619964	6	0.000738916256157636
TRBV5-3	6	0.000607410406964973	4	0.000492610837438424
TRBV6-3	5	0.000506175339137477	4	0.000492610837438424
TRBV16	4	0.000404940271309982	4	0.000492610837438424
TRBV3-2	4	0.000404940271309982	4	0.000492610837438424
TRBV7-4	2	0.000202470135654991	2	0.000246305418719212
TRBV6-9	2	0.000202470135654991	2	0.000246305418719212
TRBV6-8	2	0.000202470135654991	2	0.000246305418719212
TRBV19	2	0.000202470135654991	2	0.000246305418719212
IGHV2-5	1	0.000101235067827495	1	0.000123152709359606
IGHV3-22	1	0.000101235067827495	1	0.000123152709359606
TRBV6-7	1	0.000101235067827495	1	0.000123152709359606
TRBV22-1	1	0.000101235067827495	1	0.000123152709359606
TRBV5-7	1	0.000101235067827495	1	0.000123152709359606
IGKV2-28	1	0.000101235067827495	1	0.000123152709359606
IGKV7-3	1	0.000101235067827495	1	0.000123152709359606
#Min clone frequency: 0.000101235067827495	Max clone frequency: 0.111864749949382	 clone frequency SD: 0.024985827772877
#Min gene frequency: 0.000123152709359606	Max gene frequency: 0.123275862068966	 gene frequency SD: 0.0237318630357251
