gene name	clone count	clone frequency	gene count	gene frequency
TRBV20-1	1037	0.121060004669624	866	0.110416932296315
TRBV5-1	894	0.104366098529068	855	0.109014407752136
TRBV12-3	698	0.0814849404622928	661	0.0842789748820604
TRBV7-9	578	0.0674760681765118	554	0.0706362361341323
TRBV7-2	570	0.0665421433574597	549	0.0699987249776871
TRBV12-4	351	0.0409759514359094	336	0.04284074971312
TRBV10-3	315	0.0367732897501751	306	0.0390156827744485
TRBV7-6	293	0.0342049964977819	172	0.0219303837817162
TRBV7-8	264	0.0308195190287182	249	0.0317480555909728
TRBV15	250	0.0291851505953771	239	0.0304730332780824
TRBV29-1	241	0.0281344851739435	223	0.0284329975774576
TRBV24-1	217	0.0253327107167873	204	0.0260104551829657
TRBV7-3	213	0.0248657483072613	200	0.0255004462578095
TRBV6-5	212	0.0247490077048798	202	0.0257554507203876
TRBV9	210	0.0245155265001167	182	0.0232054060946067
TRBV4-1	196	0.0228811580667756	186	0.0237154150197628
TRBV3-1	181	0.021130049031053	175	0.0223128904755833
TRBV2	176	0.0205463460191455	167	0.0212928726252709
TRBV5-6	160	0.0186784963810413	145	0.0184878235369119
TRBV5-5	147	0.0171608685500817	141	0.0179778146117557
TRBV27	130	0.0151762783095961	126	0.01606528114242
TRBV11-2	115	0.0134251692738735	107	0.0136427387479281
TRBV28	112	0.0130749474667289	83	0.0105826851969909
TRBV6-2	108	0.0126079850572029	102	0.0130052275914829
TRBV4-2	102	0.0119075414429138	93	0.0118577075098814
TRBV6-1	88	0.0102731730095727	68	0.00867015172765523
TRBV6-6	81	0.00945598879290217	79	0.0100726762718348
TRBV4-3	72	0.0084053233714686	69	0.00879765395894428
TRBV18	69	0.00805510156432407	68	0.00867015172765523
TRBV10-2	63	0.00735465795003502	47	0.00599260487058524
TRBV7-7	62	0.00723791734765351	60	0.00765013387734285
TRBV11-3	48	0.0056035489143124	45	0.00573760040800714
TRBV25-1	44	0.00513658650478636	43	0.00548259594542904
TRBV10-1	37	0.00431940228811581	35	0.00446257809511666
TRBV16	32	0.00373569927620827	17	0.00216753793191381
TRBV30	29	0.00338547746906374	29	0.00369756470738238
TRBV14	28	0.00326873686668223	27	0.00344256024480428
TRBV13	23	0.00268503385477469	20	0.00255004462578095
TRBV5-4	15	0.00175110903572262	14	0.00178503123804667
TRBV21-1	15	0.00175110903572262	13	0.00165752900675762
TRBV5-8	15	0.00175110903572262	14	0.00178503123804667
TRBV19	13	0.00151762783095961	13	0.00165752900675762
TRBV6-4	12	0.0014008872285781	11	0.00140252454417952
TRBV12-5	10	0.00116740602381508	10	0.00127502231289048
TRBV11-1	10	0.00116740602381508	10	0.00127502231289048
TRBV12-2	9	0.00105066542143357	8	0.00102001785031238
TRBV23-1	3	0.000350221807144525	2	0.000255004462578095
IGKV1-39	3	0.000350221807144525	3	0.000382506693867143
IGKV7-3	2	0.000233481204763017	2	0.000255004462578095
TRBV7-4	2	0.000233481204763017	2	0.000255004462578095
TRBV3-2	2	0.000233481204763017	2	0.000255004462578095
IGKV1-33	1	0.000116740602381508	1	0.000127502231289048
IGHV3-41	1	0.000116740602381508	1	0.000127502231289048
IGHV3-71	1	0.000116740602381508	1	0.000127502231289048
TRBV5-3	1	0.000116740602381508	1	0.000127502231289048
TRBV6-8	1	0.000116740602381508	1	0.000127502231289048
TRBV6-3	1	0.000116740602381508	1	0.000127502231289048
TRBV22-1	1	0.000116740602381508	1	0.000127502231289048
IGHV3-49	1	0.000116740602381508	1	0.000127502231289048
TRBV5-7	1	0.000116740602381508	1	0.000127502231289048
#Min clone frequency: 0.000116740602381508	Max clone frequency: 0.121060004669624	 clone frequency SD: 0.0251309127714041
#Min gene frequency: 0.000127502231289048	Max gene frequency: 0.110416932296315	 gene frequency SD: 0.0250830158046616
