gene name	clone count	clone frequency	gene count	gene frequency
TRBV20-1	4269	0.395754148512098	730	0.162006213936973
TRBV4-3	1532	0.142022805228516	63	0.0139813581890812
TRBV5-1	946	0.0876981551867989	735	0.163115845539281
TRBV4-1	407	0.0377306016501344	93	0.0206391478029294
TRBV12-3	357	0.0330953926022064	292	0.0648024855747892
TRBV7-2	304	0.0281820710114026	275	0.0610297381269419
TRBV29-1	230	0.0213219616204691	196	0.0434975588104749
TRBV10-3	214	0.0198386947251321	197	0.0437194851309365
TRBV7-9	198	0.0183554278297951	138	0.0306258322237017
TRBV6-5	171	0.015852414943914	150	0.033288948069241
TRBV6-6	164	0.015203485677204	38	0.00843320017754106
TRBV11-3	158	0.0146472605914527	60	0.0133155792276964
TRBV28	151	0.0139983313247427	130	0.0288504216600089
TRBV12-2	139	0.01288588115324	103	0.0228584110075455
TRBV11-2	130	0.012051543524613	103	0.0228584110075455
TRBV7-6	128	0.0118661351626958	114	0.0252996005326232
TRBV5-5	100	0.00927041809585612	40	0.00887705281846427
TRBV18	87	0.00806526374339483	80	0.0177541056369285
TRBV7-3	82	0.00760174283860202	74	0.0164225477141589
TRBV24-1	79	0.00732363029572634	53	0.0117620949844652
TRBV15	75	0.00695281357189209	71	0.0157567687527741
TRBV6-1	67	0.0062111801242236	64	0.0142032845095428
TRBV27	67	0.0062111801242236	62	0.0137594318686196
TRBV5-6	58	0.00537684249559655	53	0.0117620949844652
TRBV10-1	53	0.00491332159080375	52	0.0115401686640036
TRBV12-4	51	0.00472791322888662	50	0.0110963160230803
TRBV7-8	51	0.00472791322888662	47	0.0104305370616955
TRBV6-2	48	0.00444980068601094	44	0.0097647581003107
TRBV2	48	0.00444980068601094	44	0.0097647581003107
TRBV3-1	46	0.00426439232409382	33	0.00732356857523302
TRBV9	46	0.00426439232409382	46	0.0102086107412339
TRBV30	41	0.00380087141930101	39	0.00865512649800266
TRBV10-2	36	0.0033373505145082	29	0.0064358632933866
TRBV7-7	35	0.00324464633354964	31	0.00687971593430981
TRBV6-4	33	0.00305923797163252	31	0.00687971593430981
TRBV4-2	31	0.0028738296097154	26	0.00577008433200178
TRBV5-3	20	0.00185408361917122	18	0.00399467376830892
TRBV19	18	0.0016686752572541	16	0.00355082112738571
TRBV14	15	0.00139056271437842	9	0.00199733688415446
TRBV5-7	15	0.00139056271437842	2	0.000443852640923213
TRBV11-1	14	0.00129785853341986	12	0.00266311584553928
TRBV21-1	13	0.0012051543524613	11	0.00244118952507767
TRBV25-1	12	0.00111245017150273	10	0.00221926320461607
TRBV5-4	10	0.000927041809585612	9	0.00199733688415446
TRBV6-3	8	0.00074163344766849	5	0.00110963160230803
TRBV23-1	7	0.000648929266709929	6	0.00133155792276964
TRBV7-5	4	0.000370816723834245	4	0.000887705281846427
TRBV6-7	3	0.000278112542875684	2	0.000443852640923213
TRBV6-9	3	0.000278112542875684	3	0.00066577896138482
TRBV1	3	0.000278112542875684	3	0.00066577896138482
TRBV13	3	0.000278112542875684	3	0.00066577896138482
TRBV12-5	2	0.000185408361917122	2	0.000443852640923213
TRBV7-4	1	9.27041809585612e-05	1	0.000221926320461607
TRBV6-8	1	9.27041809585612e-05	1	0.000221926320461607
TRBV22-1	1	9.27041809585612e-05	1	0.000221926320461607
TRBV8-2	1	9.27041809585612e-05	1	0.000221926320461607
TRBV5-8	1	9.27041809585612e-05	1	0.000221926320461607
#Min clone frequency: 9.27041809585612e-05	Max clone frequency: 0.395754148512098	 clone frequency SD: 0.0556478730587426
#Min gene frequency: 0.000221926320461607	Max gene frequency: 0.163115845539281	 gene frequency SD: 0.0313585004253174
