gene name	clone count	clone frequency	gene count	gene frequency
TRBV20-1	701	0.120322691383453	631	0.126554352186121
TRBV6-1	459	0.0787847579814624	39	0.00782190132370638
TRBV12-3	440	0.0755235152763474	430	0.0862414761331729
TRBV7-9	381	0.0653964984552008	371	0.074408343361412
TRBV5-1	370	0.0635084105732921	350	0.0701965503409547
TRBV7-2	357	0.0612770339855819	341	0.0683914961893301
TRBV27	259	0.0444558874013045	125	0.025070196550341
TRBV29-1	234	0.0401647785787848	227	0.0455274769354192
TRBV4-1	189	0.0324407826982492	156	0.0312876052948255
TRBV10-3	186	0.0319258496395469	180	0.036101083032491
TRBV7-3	183	0.0314109165808445	164	0.0328920978740473
TRBV15	181	0.0310676278750429	178	0.0356999598876855
TRBV24-1	158	0.0271198077583247	155	0.0310870437224228
TRBV6-5	150	0.0257466529351184	142	0.0284797432811873
TRBV12-4	141	0.0242018537590113	132	0.02647412755716
TRBV7-8	137	0.0235152763474082	110	0.0220617729643
TRBV28	124	0.0212838997596979	117	0.0234657039711191
TRBV4-2	120	0.0205973223480947	116	0.0232651423987164
TRBV9	119	0.020425677995194	115	0.0230645808263137
TRBV3-1	119	0.020425677995194	116	0.0232651423987164
TRBV5-6	94	0.0161345691726742	93	0.0186522262334537
TRBV2	87	0.0149330587023687	83	0.0166466105094264
TRBV4-3	86	0.0147614143494679	83	0.0166466105094264
TRBV5-5	75	0.0128733264675592	71	0.0142398716405937
TRBV7-6	73	0.0125300377617576	67	0.0134376253509828
TRBV11-2	67	0.0115001716443529	65	0.0130365022061773
TRBV6-2	66	0.0113285272914521	64	0.0128359406337746
TRBV6-6	51	0.00875386199794027	51	0.0102286401925391
TRBV18	43	0.00738070717473395	43	0.00862414761331729
TRBV7-7	32	0.00549261929282527	30	0.00601684717208183
TRBV10-2	24	0.00411946446961895	24	0.00481347773766546
TRBV25-1	16	0.00274630964641263	16	0.00320898515844364
TRBV14	14	0.00240302094061105	14	0.00280786201363819
TRBV21-1	11	0.00188808788190869	11	0.00220617729643
TRBV11-1	11	0.00188808788190869	10	0.00200561572402728
TRBV30	8	0.00137315482320632	7	0.00140393100681909
TRBV11-3	8	0.00137315482320632	7	0.00140393100681909
TRBV13	7	0.00120151047030553	7	0.00140393100681909
TRBV10-1	7	0.00120151047030553	7	0.00140393100681909
TRBV5-8	7	0.00120151047030553	7	0.00140393100681909
TRBV5-4	6	0.00102986611740474	6	0.00120336943441637
TRBV6-4	6	0.00102986611740474	6	0.00120336943441637
TRBV7-4	6	0.00102986611740474	6	0.00120336943441637
TRBV19	4	0.000686577411603158	4	0.000802246289610911
TRBV16	2	0.000343288705801579	2	0.000401123144805455
TRBV6-3	2	0.000343288705801579	2	0.000401123144805455
IGKV1-39	1	0.00017164435290079	1	0.000200561572402728
IGHV3-38	1	0.00017164435290079	1	0.000200561572402728
IGKV7-3	1	0.00017164435290079	1	0.000200561572402728
TRBV3-2	1	0.00017164435290079	1	0.000200561572402728
IGKV2-28	1	0.00017164435290079	1	0.000200561572402728
#Min clone frequency: 0.00017164435290079	Max clone frequency: 0.120322691383453	 clone frequency SD: 0.0253781754169584
#Min gene frequency: 0.000200561572402728	Max gene frequency: 0.126554352186121	 gene frequency SD: 0.0258532685235334
