gene name	clone count	clone frequency	gene count	gene frequency
TRBV20-1	4151	0.156789423984891	947	0.134727557262769
TRBV29-1	1689	0.0637960339943343	420	0.0597524541186513
TRBV6-5	1579	0.0596411709159584	359	0.0510741214966567
TRBV7-9	1447	0.0546553352219075	317	0.0450988760847916
TRBV5-1	1332	0.0503116147308782	404	0.0574761701522265
TRBV10-3	1275	0.0481586402266289	286	0.0406885758998435
TRBV7-2	1132	0.0427573182247403	273	0.0388390951771233
TRBV12-3	945	0.0356940509915014	271	0.0385545596813202
TRBV7-6	834	0.0315014164305949	168	0.0239009816474605
TRBV6-6	782	0.0295372993389991	176	0.0250391236306729
TRBV11-3	723	0.0273087818696884	250	0.0355669369753877
TRBV4-1	703	0.0265533522190746	194	0.0275999430929008
TRBV4-2	692	0.026137865911237	194	0.0275999430929008
TRBV15	680	0.0256846081208687	151	0.0214824299331342
TRBV11-2	660	0.024929178470255	214	0.0304452980509319
TRBV9	618	0.023342776203966	197	0.0280267463366055
TRBV6-1	504	0.0190368271954674	145	0.0206288234457249
TRBV12-4	492	0.0185835694050991	156	0.0221937686726419
TRBV24-1	479	0.0180925401322002	118	0.016787594252383
TRBV7-3	468	0.0176770538243626	124	0.0176412007397923
TRBV18	455	0.0171860245514636	121	0.0172143974960876
TRBV5-6	399	0.015070821529745	101	0.0143690425380566
TRBV5-5	386	0.0145797922568461	105	0.0149381135296628
TRBV30	307	0.0115958451369216	118	0.016787594252383
TRBV2	303	0.0114447592067989	88	0.0125195618153365
TRBV28	296	0.011180358829084	77	0.0109546165884194
TRBV12-2	293	0.011067044381492	116	0.0165030587565799
TRBV10-1	281	0.0106137865911237	112	0.0159339877649737
TRBV3-1	279	0.0105382436260623	100	0.0142267747901551
TRBV27	219	0.00827195467422096	90	0.0128040973111396
TRBV7-8	212	0.00800755429650614	45	0.00640204865556978
TRBV6-2	200	0.00755429650613787	63	0.0089628681177977
TRBV7-7	195	0.00736543909348442	68	0.00967420685730545
TRBV12-5	151	0.00570349386213409	46	0.00654431640347133
TRBV11-1	143	0.00540132200188857	22	0.00312989045383412
TRBV7-4	106	0.00400377714825307	3	0.000426803243704652
TRBV5-3	99	0.00373937677053824	20	0.00284535495803101
TRBV13	92	0.00347497639282342	26	0.00369896144544032
TRBV6-4	81	0.00305949008498584	34	0.00483710342865272
TRBV10-2	72	0.00271954674220963	40	0.00569070991606203
TRBV14	72	0.00271954674220963	24	0.00341442594963722
TRBV5-4	72	0.00271954674220963	35	0.00497937117655428
TRBV21-1	67	0.00253068932955618	34	0.00483710342865272
TRBV25-1	67	0.00253068932955618	20	0.00284535495803101
TRBV23-1	62	0.00234183191690274	12	0.00170721297481861
TRBV19	56	0.0021152030217186	34	0.00483710342865272
TRBV5-8	51	0.00192634560906516	10	0.00142267747901551
TRAV29DV5	34	0.00128423040604344	1	0.000142267747901551
TRAV38-2DV8	24	0.000906515580736544	9	0.00128040973111396
TRBV7-5	22	0.000830972615675165	8	0.00113814198321241
TRBV4-3	18	0.000679886685552408	3	0.000426803243704652
TRAV9-2	17	0.000642115203021719	4	0.000569070991606203
TRAV26-2	16	0.000604343720491029	4	0.000569070991606203
TRAV1-2	14	0.000528800755429651	7	0.000995874235310855
TRBV6-7	10	0.000377714825306893	6	0.000853606487409304
TRAV1-1	10	0.000377714825306893	2	0.000284535495803101
TRAV13-1	9	0.000339943342776204	5	0.000711338739507754
TRBV6-8	9	0.000339943342776204	1	0.000142267747901551
TRBV5-7	8	0.000302171860245515	6	0.000853606487409304
TRBV16	7	0.000264400377714825	4	0.000569070991606203
TRAV13-2	7	0.000264400377714825	1	0.000142267747901551
TRAV25	7	0.000264400377714825	1	0.000142267747901551
TRAV22	6	0.000226628895184136	1	0.000142267747901551
IGHV3-9	6	0.000226628895184136	1	0.000142267747901551
TRAV21	6	0.000226628895184136	5	0.000711338739507754
TRBV1	6	0.000226628895184136	5	0.000711338739507754
TRBV12-1	5	0.000188857412653447	1	0.000142267747901551
TRAV12-3	5	0.000188857412653447	1	0.000142267747901551
TRAV4	4	0.000151085930122757	4	0.000569070991606203
TRBV22-1	3	0.000113314447592068	1	0.000142267747901551
TRAV5	2	7.55429650613787e-05	2	0.000284535495803101
TRAV2	2	7.55429650613787e-05	2	0.000284535495803101
TRAV24	2	7.55429650613787e-05	2	0.000284535495803101
TRBV6-3	2	7.55429650613787e-05	1	0.000142267747901551
TRAV38-1	2	7.55429650613787e-05	2	0.000284535495803101
TRAV17	1	3.77714825306893e-05	1	0.000142267747901551
TRAV8-3	1	3.77714825306893e-05	1	0.000142267747901551
TRAV10	1	3.77714825306893e-05	1	0.000142267747901551
TRAV8-6	1	3.77714825306893e-05	1	0.000142267747901551
TRAV16	1	3.77714825306893e-05	1	0.000142267747901551
TRAV20	1	3.77714825306893e-05	1	0.000142267747901551
TRAV23DV6	1	3.77714825306893e-05	1	0.000142267747901551
TRAV19	1	3.77714825306893e-05	1	0.000142267747901551
TRAV6	1	3.77714825306893e-05	1	0.000142267747901551
TRAV12-1	1	3.77714825306893e-05	1	0.000142267747901551
TRBV7-1	1	3.77714825306893e-05	1	0.000142267747901551
#Min clone frequency: 3.77714825306893e-05	Max clone frequency: 0.156789423984891	 clone frequency SD: 0.0218491264103565
#Min gene frequency: 0.000142267747901551	Max gene frequency: 0.134727557262769	 gene frequency SD: 0.0197007328991596
