gene name	clone count	clone frequency	gene count	gene frequency
TRBV20-1	1655	0.137094102054341	1293	0.135137959866221
TRBV5-1	1251	0.103628230616302	985	0.102947324414716
TRBV7-2	838	0.0694168323392975	665	0.069502508361204
TRBV7-9	777	0.0643638170974155	633	0.0661580267558528
TRBV12-3	578	0.0478793903247184	476	0.0497491638795987
TRBV29-1	553	0.0458084824387011	347	0.0362667224080268
TRBV7-3	550	0.0455599734923791	453	0.0473453177257525
TRBV6-5	534	0.044234592445328	379	0.0396112040133779
TRBV10-3	467	0.0386845593108019	390	0.0407608695652174
TRBV27	356	0.0294897282968854	275	0.0287416387959866
TRBV28	331	0.0274188204108681	267	0.0279055183946488
TRBV3-1	320	0.0265076209410205	269	0.0281145484949833
TRBV12-4	317	0.0262591119946985	248	0.0259197324414716
TRBV9	303	0.0250994035785288	257	0.0268603678929766
TRBV4-1	297	0.0246023856858847	242	0.0252926421404682
TRBV4-3	246	0.0203777335984095	191	0.0199623745819398
TRBV24-1	242	0.0200463883366468	189	0.0197533444816054
TRBV5-6	216	0.0178926441351889	168	0.0175585284280936
TRBV15	211	0.0174784625579854	175	0.0182901337792642
TRBV7-8	206	0.017064280980782	159	0.0166178929765886
TRBV11-2	188	0.0155732273028496	148	0.0154682274247492
TRBV2	180	0.0149105367793241	146	0.0152591973244147
TRBV6-2	174	0.0144135188866799	141	0.0147366220735786
TRBV7-6	162	0.0134194831013916	131	0.0136914715719064
TRBV5-5	141	0.0116799204771372	121	0.0126463210702341
TRBV4-2	140	0.0115970841616965	119	0.0124372909698997
TRBV6-6	128	0.0106030483764082	111	0.0116011705685619
TRBV6-1	116	0.00960901259111995	98	0.010242474916388
TRBV18	98	0.00811795891318754	81	0.00846571906354515
TRBV10-2	69	0.00571570576540755	61	0.00637541806020067
TRBV7-7	58	0.00480450629555997	44	0.00459866220735786
TRBV10-1	46	0.0038104705102717	36	0.00376254180602007
TRBV11-3	38	0.00314777998674619	32	0.00334448160535117
TRBV25-1	37	0.0030649436713055	32	0.00334448160535117
TRBV21-1	34	0.00281643472498343	27	0.00282190635451505
TRBV5-4	32	0.00265076209410205	27	0.00282190635451505
TRBV14	27	0.00223658051689861	22	0.00229933110367893
TRBV6-4	25	0.00207090788601723	21	0.00219481605351171
TRBV30	24	0.00198807157057654	22	0.00229933110367893
TRBV5-8	23	0.00190523525513585	21	0.00219481605351171
TRBV11-1	18	0.00149105367793241	14	0.00146321070234114
TRBV13	15	0.00124254473161034	12	0.00125418060200669
TRBV16	8	0.000662690523525514	5	0.00052257525083612
TRBV12-5	8	0.000662690523525514	6	0.000627090301003344
TRBV7-4	6	0.000497017892644135	6	0.000627090301003344
TRBV12-2	6	0.000497017892644135	6	0.000627090301003344
TRBV3-2	5	0.000414181577203446	5	0.00052257525083612
TRBV19	4	0.000331345261762757	3	0.000313545150501672
TRBV22-1	4	0.000331345261762757	1	0.000104515050167224
TRBV6-9	3	0.000248508946322068	2	0.000209030100334448
TRBV6-3	3	0.000248508946322068	3	0.000313545150501672
TRBV1	2	0.000165672630881378	1	0.000104515050167224
IGHV1-24	1	8.28363154406892e-05	1	0.000104515050167224
TRBV5-3	1	8.28363154406892e-05	1	0.000104515050167224
#Min clone frequency: 8.28363154406892e-05	Max clone frequency: 0.137094102054341	 clone frequency SD: 0.0265644205098848
#Min gene frequency: 0.000104515050167224	Max gene frequency: 0.135137959866221	 gene frequency SD: 0.0262751552596369
