gene name	clone count	clone frequency	gene count	gene frequency
TRBV20-1	1016	0.197166699010285	578	0.134669151910531
TRBV5-1	961	0.186493304870949	683	0.159133271202237
TRBV12-3	519	0.10071802833301	494	0.115097856477167
TRBV7-2	383	0.0743256355521056	368	0.0857409133271202
TRBV7-9	245	0.0475451193479526	243	0.0566169617893756
TRBV12-4	182	0.035319231515622	176	0.0410065237651445
TRBV10-3	179	0.0347370463807491	173	0.0403075489282386
TRBV6-5	121	0.0234814671065399	95	0.0221342031686859
TRBV29-1	114	0.0221230351251698	105	0.0244641192917055
TRBV24-1	102	0.0197942945856782	99	0.0230661696178938
TRBV4-1	88	0.0170774306229381	85	0.0198042870456664
TRBV27	85	0.0164952454880652	83	0.0193383038210624
TRBV7-8	84	0.0163011837764409	81	0.0188723205964585
TRBV5-5	83	0.0161071220648166	81	0.0188723205964585
TRBV15	80	0.0155249369299437	76	0.0177073625349487
TRBV3-1	78	0.0151368135066951	76	0.0177073625349487
TRBV9	75	0.0145546283718222	72	0.0167753960857409
TRBV7-6	68	0.0131961963904522	67	0.0156104380242311
TRBV2	63	0.0122258878323307	60	0.0139794967381174
TRBV5-6	62	0.0120318261207064	58	0.0135135135135135
TRBV7-3	62	0.0120318261207064	60	0.0139794967381174
TRBV28	61	0.0118377644090821	58	0.0135135135135135
TRBV11-2	58	0.0112555792742092	58	0.0135135135135135
TRBV4-2	55	0.0106733941393363	50	0.0116495806150979
TRBV6-6	55	0.0106733941393363	50	0.0116495806150979
TRBV18	41	0.00795653017659616	38	0.00885368126747437
TRBV4-3	41	0.00795653017659616	39	0.00908667287977633
TRBV6-1	34	0.00659809819522608	33	0.00768872320596459
TRBV6-2	19	0.00368717252086163	19	0.00442684063373719
TRBV10-2	17	0.00329904909761304	17	0.00396085740913327
TRBV30	16	0.00310498738598874	16	0.00372786579683131
TRBV21-1	14	0.00271686396274015	13	0.00302889095992544
TRBV14	11	0.00213467882786726	10	0.00232991612301957
TRBV7-7	11	0.00213467882786726	11	0.00256290773532153
TRBV25-1	10	0.00194061711624297	10	0.00232991612301957
TRBV5-8	8	0.00155249369299437	8	0.00186393289841566
TRBV5-4	6	0.00116437026974578	6	0.00139794967381174
TRBV19	6	0.00116437026974578	6	0.00139794967381174
TRBV11-3	6	0.00116437026974578	6	0.00139794967381174
TRBV10-1	5	0.000970308558121483	5	0.00116495806150979
TRBV6-3	5	0.000970308558121483	3	0.000698974836905871
TRBV13	4	0.000776246846497186	4	0.000931966449207828
TRBV7-4	4	0.000776246846497186	4	0.000931966449207828
TRBV12-5	4	0.000776246846497186	4	0.000931966449207828
TRBV11-1	3	0.00058218513487289	3	0.000698974836905871
TRBV16	2	0.000388123423248593	2	0.000465983224603914
IGKV2-28	2	0.000388123423248593	1	0.000232991612301957
TRBV6-4	2	0.000388123423248593	2	0.000465983224603914
IGKV1-39	1	0.000194061711624297	1	0.000232991612301957
IGKV7-3	1	0.000194061711624297	1	0.000232991612301957
TRBV23-1	1	0.000194061711624297	1	0.000232991612301957
#Min clone frequency: 0.000194061711624297	Max clone frequency: 0.197166699010285	 clone frequency SD: 0.0397433261080089
#Min gene frequency: 0.000232991612301957	Max gene frequency: 0.159133271202237	 gene frequency SD: 0.0336850558747759
