gene name	clone count	clone frequency	gene count	gene frequency
TRBV20-1	6622	0.28748806112703	1480	0.20062355971262
TRBV11-3	2036	0.0883910740644265	67	0.00908228277077403
TRBV29-1	1328	0.0576539029261092	527	0.0714382540328047
TRBV7-2	1188	0.0515759312320917	427	0.0578826081062763
TRBV5-1	1101	0.0477989059650951	492	0.0666937779585197
TRBV7-9	971	0.0421550751063645	409	0.0554425918395012
TRBV12-3	865	0.0375531822523227	303	0.0410736071573811
TRBV10-3	862	0.0374229400017366	354	0.0479869865799105
TRBV6-5	840	0.0364678301641052	343	0.0464958655279924
TRBV4-3	785	0.0340800555700269	272	0.0368713569201572
TRBV12-4	617	0.0267864895372059	180	0.0244001626677511
TRBV4-2	595	0.0258313796995745	248	0.0336180018977904
TRBV4-1	549	0.0238343318572545	252	0.0341602277348516
TRBV7-3	525	0.0227923938525658	223	0.0302290904161583
TRBV6-6	346	0.0150212729009291	153	0.0207401382675884
TRBV9	332	0.0144134757315273	138	0.0187067913786092
TRBV27	297	0.0128939828080229	119	0.0161312186525688
TRBV7-6	290	0.012590084223322	110	0.0149112105191812
TRBV3-1	251	0.0108969349657029	91	0.0123356377931408
TRBV28	233	0.0101154814621863	110	0.0149112105191812
TRBV6-2	230	0.00998523921160024	119	0.0161312186525688
TRBV24-1	208	0.00903012937396892	98	0.0132845330079978
TRBV15	196	0.00850916037162456	84	0.0113867425782839
TRBV6-1	191	0.00829208995398107	85	0.0115222990375491
TRBV7-8	168	0.00729356603282105	70	0.00948895214856988
TRBV11-2	165	0.00716332378223496	83	0.0112511861190186
TRBV5-6	154	0.00668576886341929	72	0.00976006506710045
TRBV5-5	145	0.00629504211166102	62	0.00840450047444761
TRBV6-4	123	0.0053399322740297	25	0.0033889114816321
TRBV7-7	103	0.00447165060345576	44	0.0059644842076725
TRBV18	89	0.00386385343405401	43	0.00582892774840721
TRBV10-1	77	0.00334288443170965	31	0.0042022502372238
TRBV25-1	71	0.00308239993053747	25	0.0033889114816321
TRBV2	67	0.00290874359642268	30	0.00406669377795852
TRBV10-2	64	0.00277850134583659	23	0.00311779856310153
TRBV12-2	48	0.00208387600937744	26	0.00352446794089738
TRBV30	47	0.00204046192584875	25	0.0033889114816321
TRBV5-8	42	0.00182339150820526	20	0.00271112918530568
TRBV12-5	32	0.00138925067291829	18	0.00244001626677511
TRBV21-1	26	0.00112876617174611	11	0.00149112105191812
TRBV16	21	0.000911695754102631	5	0.00067778229632642
TRBV5-4	20	0.000868281670573934	14	0.00189779042971398
TRBV11-1	17	0.000738039419987844	12	0.00162667751118341
TRBV5-3	15	0.000651211252930451	8	0.00108445167412227
TRBV14	14	0.000607797169401754	8	0.00108445167412227
TRBV6-3	11	0.000477554918815664	6	0.000813338755591704
TRBV19	10	0.000434140835286967	8	0.00108445167412227
TRBV13	10	0.000434140835286967	6	0.000813338755591704
TRBV7-4	5	0.000217070417643484	3	0.000406669377795852
TRBV17	5	0.000217070417643484	1	0.000135556459265284
TRBV23-1	5	0.000217070417643484	3	0.000406669377795852
TRBV1	4	0.000173656334114787	2	0.000271112918530568
TRBV6-7	4	0.000173656334114787	2	0.000271112918530568
TRBV6-8	3	0.00013024225058609	1	0.000135556459265284
TRBV6-9	3	0.00013024225058609	1	0.000135556459265284
TRBV12-1	3	0.00013024225058609	1	0.000135556459265284
TRAV21	2	8.68281670573934e-05	1	0.000135556459265284
TRBV5-7	1	4.34140835286967e-05	1	0.000135556459265284
TRBV22-1	1	4.34140835286967e-05	1	0.000135556459265284
TRBV3-2	1	4.34140835286967e-05	1	0.000135556459265284
#Min clone frequency: 4.34140835286967e-05	Max clone frequency: 0.28748806112703	 clone frequency SD: 0.0397503958400236
#Min gene frequency: 0.000135556459265284	Max gene frequency: 0.20062355971262	 gene frequency SD: 0.0302155175565119
