gene name	clone count	clone frequency	gene count	gene frequency
TRBV20-1	2492	0.207028329317936	2086	0.241827034546719
TRBV4-1	1269	0.105424939769045	251	0.0290980755854394
TRBV5-1	1157	0.0961202957547562	939	0.108856944122421
TRBV6-5	793	0.065880202708316	669	0.077556225365175
TRBV12-4	724	0.0601478773780842	241	0.0279387897055414
TRBV29-1	703	0.058403256625405	519	0.0601669371667053
TRBV7-2	684	0.0568247902301238	497	0.0576165082309297
TRBV12-3	684	0.0568247902301238	568	0.0658474379782054
TRBV7-9	610	0.0506770790063969	489	0.0566890795270114
TRBV7-3	424	0.0352247237683808	337	0.039067934152562
TRBV10-3	397	0.0329816399435075	298	0.0345467192209599
TRBV9	206	0.0171138988119963	181	0.0209830744261535
TRBV4-2	205	0.0170308216332973	146	0.0169255738465105
TRBV27	180	0.014953892165822	153	0.0177370739624391
TRBV15	143	0.0118800365539586	125	0.0144910734987248
TRBV6-6	143	0.0118800365539586	122	0.0141432877347554
TRBV5-6	125	0.0103846473373764	105	0.0121725017389288
TRBV6-1	114	0.0094707983716873	101	0.0117087873869696
TRBV7-6	113	0.00938772119298829	92	0.0106654300950614
TRBV5-5	111	0.00922156683559026	89	0.010317644331092
TRBV24-1	90	0.00747694608291102	76	0.00881057268722467
TRBV7-8	88	0.007310791725513	63	0.00730350104335729
TRBV10-2	68	0.00564924815153277	59	0.0068397866913981
TRBV3-1	61	0.00506770790063969	55	0.00637607233943891
TRBV7-7	54	0.00448616764974661	42	0.00486900069557153
TRBV18	48	0.00398770457755255	39	0.00452121493160213
TRBV10-1	47	0.00390462739885353	42	0.00486900069557153
TRBV28	46	0.00382155022015452	36	0.00417342916763274
TRBV11-2	42	0.00348924150535848	37	0.00428935775562254
TRBV2	38	0.00315693279056243	34	0.00394157199165314
TRBV6-2	33	0.00274154689706738	26	0.00301414328773476
TRBV6-4	27	0.00224308382487331	17	0.00197078599582657
TRBV21-1	22	0.00182769793137825	8	0.000927428703918386
TRBV13	16	0.00132923485918418	11	0.00127521446788778
TRBV25-1	11	0.000913848965689125	10	0.00115928587989798
TRBV12-2	9	0.000747694608291102	8	0.000927428703918386
TRBV6-3	9	0.000747694608291102	8	0.000927428703918386
TRBV5-8	9	0.000747694608291102	7	0.000811500115928588
TRBV30	5	0.000415385893495057	5	0.000579642939948991
TRBV12-5	5	0.000415385893495057	5	0.000579642939948991
TRBV14	5	0.000415385893495057	5	0.000579642939948991
TRBV19	4	0.000332308714796046	3	0.000347785763969395
TRBV11-3	3	0.000249231536097034	3	0.000347785763969395
TRBV5-4	3	0.000249231536097034	3	0.000347785763969395
TRBV11-1	3	0.000249231536097034	3	0.000347785763969395
TRBV6-8	3	0.000249231536097034	3	0.000347785763969395
TRBV5-3	3	0.000249231536097034	2	0.000231857175979597
TRBV6-7	2	0.000166154357398023	2	0.000231857175979597
TRBV16	2	0.000166154357398023	2	0.000231857175979597
TRBV12-1	2	0.000166154357398023	2	0.000231857175979597
TRBV1	1	8.30771786990114e-05	1	0.000115928587989798
TRBV7-4	1	8.30771786990114e-05	1	0.000115928587989798
#Min clone frequency: 8.30771786990114e-05	Max clone frequency: 0.207028329317936	 clone frequency SD: 0.0366335708257104
#Min gene frequency: 0.000115928587989798	Max gene frequency: 0.241827034546719	 gene frequency SD: 0.0391743633122748
