gene name	clone count	clone frequency	gene count	gene frequency
TRBV5-1	1893	0.163570379331202	1378	0.159306358381503
TRBV20-1	1622	0.140153806273222	1165	0.134682080924855
TRBV12-3	1054	0.0910740516719952	753	0.0870520231213873
TRBV24-1	662	0.0572021083556554	509	0.0588439306358381
TRBV12-4	570	0.0492525706385553	397	0.0458959537572254
TRBV7-9	536	0.0463146980039748	415	0.0479768786127168
TRBV7-2	527	0.0455370258359976	414	0.0478612716763006
TRBV7-3	455	0.0393156484921801	352	0.0406936416184971
TRBV6-5	317	0.0273913419165299	246	0.0284393063583815
TRBV3-1	315	0.0272185258792016	237	0.0273988439306358
TRBV27	279	0.0241078372072928	210	0.0242774566473988
TRBV7-8	272	0.0235029810766439	211	0.024393063583815
TRBV9	262	0.0226389008900026	200	0.023121387283237
TRBV15	259	0.0223796768340102	191	0.0220809248554913
TRBV29-1	236	0.0203922924047352	168	0.0194219653179191
TRBV10-3	234	0.0202194763674069	177	0.0204624277456647
TRBV4-1	224	0.0193553961807656	173	0.02
TRBV5-6	204	0.0176272358074829	161	0.0186127167630058
TRBV7-6	185	0.0159854834528644	150	0.0173410404624277
TRBV5-5	176	0.0152078112848872	139	0.0160693641618497
TRBV6-1	152	0.0131340188369481	111	0.0128323699421965
TRBV11-2	146	0.0126155707249633	110	0.0127167630057803
TRBV28	122	0.0105417782770241	86	0.00994219653179191
TRBV2	119	0.0102825542210317	98	0.0113294797687861
TRBV4-2	109	0.00941847403439039	83	0.00959537572254335
TRBV6-6	85	0.00734468158645122	66	0.00763005780346821
TRBV18	80	0.00691264149313056	66	0.00763005780346821
TRBV7-7	58	0.00501166508251966	44	0.00508670520231214
TRBV10-2	50	0.0043204009332066	40	0.0046242774566474
TRBV6-2	43	0.00371554480255768	34	0.00393063583815029
TRBV25-1	43	0.00371554480255768	30	0.00346820809248555
TRBV14	30	0.00259224055992396	26	0.00300578034682081
TRBV30	30	0.00259224055992396	26	0.00300578034682081
TRBV21-1	24	0.00207379244793917	19	0.00219653179190751
TRBV19	24	0.00207379244793917	18	0.00208092485549133
TRBV10-1	21	0.00181456839194677	19	0.00219653179190751
TRBV5-4	20	0.00172816037328264	18	0.00208092485549133
TRBV11-1	19	0.00164175235461851	11	0.00127167630057803
TRBV11-3	19	0.00164175235461851	16	0.00184971098265896
TRBV5-8	19	0.00164175235461851	18	0.00208092485549133
TRBV12-5	17	0.00146893631729024	15	0.00173410404624277
TRBV6-4	16	0.00138252829862611	12	0.00138728323699422
TRBV13	15	0.00129612027996198	14	0.00161849710982659
TRBV16	8	0.000691264149313056	6	0.00069364161849711
TRBV6-7	5	0.00043204009332066	5	0.000578034682080925
IGKV7-3	3	0.000259224055992396	1	0.000115606936416185
TRBV7-4	3	0.000259224055992396	3	0.000346820809248555
TRBV12-2	3	0.000259224055992396	2	0.00023121387283237
IGHV2-5	2	0.000172816037328264	1	0.000115606936416185
TRBV5-3	1	8.6408018664132e-05	1	0.000115606936416185
IGKV1-27	1	8.6408018664132e-05	1	0.000115606936416185
TRBV22-1	1	8.6408018664132e-05	1	0.000115606936416185
TRBV23-1	1	8.6408018664132e-05	1	0.000115606936416185
IGKV1-12	1	8.6408018664132e-05	1	0.000115606936416185
IGHV3-41	1	8.6408018664132e-05	1	0.000115606936416185
#Min clone frequency: 8.6408018664132e-05	Max clone frequency: 0.163570379331202	 clone frequency SD: 0.031757667826179
#Min gene frequency: 0.000115606936416185	Max gene frequency: 0.159306358381503	 gene frequency SD: 0.0308791287696947
