gene name	clone count	clone frequency	gene count	gene frequency
TRBV5-1	755	0.2073606152156	317	0.11301247771836
TRBV7-2	565	0.155177149134853	253	0.0901960784313725
TRBV20-1	375	0.102993683054106	358	0.127629233511586
TRBV7-9	188	0.0516341664377918	183	0.06524064171123
TRBV12-3	178	0.0488876682230157	173	0.0616755793226381
TRBV10-3	124	0.0340565778632244	115	0.0409982174688057
TRBV12-4	113	0.0310354298269706	108	0.0385026737967914
TRBV7-3	111	0.0304861301840154	106	0.0377896613190731
TRBV6-5	111	0.0304861301840154	108	0.0385026737967914
TRBV29-1	78	0.0214226860752541	72	0.025668449197861
TRBV9	77	0.0211480362537764	77	0.0274509803921569
TRBV4-1	75	0.0205987366108212	74	0.0263814616755793
TRBV15	73	0.020049436967866	66	0.0235294117647059
TRBV27	73	0.020049436967866	71	0.0253119429590018
TRBV4-3	66	0.0181268882175227	64	0.0228163992869875
TRBV5-6	65	0.017852238396045	64	0.0228163992869875
TRBV3-1	65	0.017852238396045	63	0.0224598930481283
TRBV24-1	63	0.0173029387530898	63	0.0224598930481283
TRBV7-8	57	0.0156550398242241	57	0.0203208556149733
TRBV7-6	51	0.0140071408953584	50	0.017825311942959
TRBV6-2	46	0.0126338917879703	45	0.0160427807486631
TRBV5-5	45	0.0123592419664927	41	0.0146167557932264
TRBV4-2	37	0.0101620433946718	37	0.0131907308377897
TRBV11-2	31	0.0085141444658061	30	0.0106951871657754
TRBV6-6	29	0.00796484482285087	25	0.0089126559714795
TRBV6-1	27	0.00741554517989563	27	0.00962566844919786
TRBV28	25	0.0068662455369404	25	0.0089126559714795
TRBV18	23	0.00631694589398517	22	0.00784313725490196
TRBV2	21	0.00576764625102994	20	0.0071301247771836
TRBV7-7	11	0.00302114803625378	11	0.00392156862745098
TRBV14	10	0.00274649821477616	9	0.00320855614973262
TRBV25-1	10	0.00274649821477616	10	0.0035650623885918
TRBV10-2	9	0.00247184839329854	9	0.00320855614973262
TRBV30	8	0.00219719857182093	6	0.00213903743315508
TRBV5-4	7	0.00192254875034331	7	0.00249554367201426
TRBV10-1	7	0.00192254875034331	7	0.00249554367201426
TRBV21-1	7	0.00192254875034331	7	0.00249554367201426
TRBV11-3	5	0.00137324910738808	5	0.0017825311942959
TRBV13	4	0.00109859928591046	4	0.00142602495543672
TRBV11-1	4	0.00109859928591046	4	0.00142602495543672
TRBV12-5	3	0.000823949464432848	3	0.00106951871657754
TRBV5-8	2	0.000549299642955232	2	0.00071301247771836
TRBV6-4	2	0.000549299642955232	2	0.00071301247771836
TRBV16	1	0.000274649821477616	1	0.00035650623885918
TRBV6-3	1	0.000274649821477616	1	0.00035650623885918
IGKV7-3	1	0.000274649821477616	1	0.00035650623885918
TRBV19	1	0.000274649821477616	1	0.00035650623885918
TRBV3-2	1	0.000274649821477616	1	0.00035650623885918
#Min clone frequency: 0.000274649821477616	Max clone frequency: 0.2073606152156	 clone frequency SD: 0.0387328142746201
#Min gene frequency: 0.00035650623885918	Max gene frequency: 0.127629233511586	 gene frequency SD: 0.0283540775661541
