gene name	clone count	clone frequency	gene count	gene frequency
TRBV5-1	1441	0.158787878787879	1118	0.148650445419492
TRBV20-1	1397	0.153939393939394	940	0.124983379869698
TRBV7-9	620	0.0683195592286501	568	0.0755218720914772
TRBV12-3	540	0.059504132231405	453	0.0602313522138014
TRBV29-1	363	0.04	327	0.0434782608695652
TRBV10-3	359	0.0395592286501377	317	0.0421486504454195
TRBV7-2	334	0.0368044077134986	297	0.039489429597128
TRBV6-5	306	0.0337190082644628	242	0.0321765722643266
TRBV4-1	273	0.0300826446280992	248	0.032974338518814
TRBV3-1	267	0.0294214876033058	222	0.0295173514160351
TRBV12-4	260	0.0286501377410468	205	0.0272570136949874
TRBV7-3	260	0.0286501377410468	242	0.0321765722643266
TRBV24-1	238	0.0262258953168044	215	0.0285866241191331
TRBV28	234	0.0257851239669421	207	0.0275229357798165
TRBV27	200	0.0220385674931129	175	0.0232681824225502
TRBV15	185	0.0203856749311295	157	0.0208748836590879
TRBV2	180	0.0198347107438017	165	0.0219385719984045
TRBV11-2	168	0.0185123966942149	146	0.0194123121925276
TRBV7-8	144	0.0158677685950413	110	0.014625714665603
TRBV9	133	0.0146556473829201	129	0.0171519744714799
TRBV5-5	126	0.0138842975206612	91	0.0120994548597261
TRBV6-1	119	0.0131129476584022	101	0.0134290652838718
TRBV5-6	117	0.0128925619834711	106	0.0140938704959447
TRBV6-6	102	0.0112396694214876	99	0.0131631431990427
TRBV4-2	101	0.011129476584022	94	0.0124983379869698
TRBV7-6	98	0.0107988980716253	90	0.0119664938173115
TRBV18	94	0.0103581267217631	88	0.0117005717324824
TRBV10-2	50	0.00550964187327824	46	0.00611620795107034
TRBV6-2	42	0.00462809917355372	41	0.00545140273899747
TRBV10-1	40	0.00440771349862259	35	0.00465363648451004
TRBV30	39	0.00429752066115702	37	0.00491955856933918
TRBV14	36	0.00396694214876033	32	0.00425475335726632
TRBV25-1	29	0.00319559228650138	23	0.00305810397553517
TRBV7-7	29	0.00319559228650138	25	0.00332402606036431
TRBV21-1	24	0.00264462809917355	22	0.0029251429331206
TRBV5-8	20	0.00220385674931129	14	0.00186145459380402
TRBV5-4	19	0.00209366391184573	18	0.00239329876346231
TRBV11-1	16	0.00176308539944904	12	0.00159553250897487
TRBV6-4	13	0.00143250688705234	12	0.00159553250897487
TRBV19	11	0.00121212121212121	9	0.00119664938173115
TRBV11-3	10	0.00110192837465565	10	0.00132961042414573
TRBV16	9	0.000991735537190083	7	0.000930727296902008
TRBV12-5	7	0.000771349862258953	5	0.000664805212072863
TRBV13	7	0.000771349862258953	7	0.000930727296902008
TRBV6-3	4	0.000440771349862259	4	0.00053184416965829
TRBV7-4	3	0.000330578512396694	3	0.000398883127243718
TRBV6-7	2	0.000220385674931129	2	0.000265922084829145
TRBV6-9	2	0.000220385674931129	1	0.000132961042414573
TRAV38-2DV8	1	0.000110192837465565	1	0.000132961042414573
TRBV23-1	1	0.000110192837465565	1	0.000132961042414573
TRBV4-3	1	0.000110192837465565	1	0.000132961042414573
TRBV6-8	1	0.000110192837465565	1	0.000132961042414573
#Min clone frequency: 0.000110192837465565	Max clone frequency: 0.158787878787879	 clone frequency SD: 0.0317994331045201
#Min gene frequency: 0.000132961042414573	Max gene frequency: 0.148650445419492	 gene frequency SD: 0.0290537852704123
