gene name	clone count	clone frequency	gene count	gene frequency
TRBV7-2	4801	0.312707614147072	549	0.0637260591990714
TRBV5-1	1618	0.105386569400117	1187	0.137782936738247
TRBV20-1	1391	0.0906011854360711	1030	0.119558908879861
TRBV12-3	680	0.0442910180420765	536	0.0622170632617528
TRBV7-9	668	0.0435094118413339	532	0.0617527568195009
TRBV9	488	0.0317853188301961	352	0.040858966918166
TRBV7-3	421	0.0274213508760503	340	0.0394660475914103
TRBV10-3	418	0.0272259493258647	319	0.0370284387695879
TRBV24-1	418	0.0272259493258647	341	0.0395821242019733
TRBV29-1	399	0.025988406174689	310	0.0359837492745212
TRBV6-5	298	0.0194098873184394	246	0.028554846198491
TRBV12-4	289	0.0188236826678825	235	0.0272780034822983
TRBV27	278	0.0181072103172019	193	0.0224027858386535
TRBV3-1	273	0.0177815410668925	228	0.0264654672083575
TRBV2	258	0.0168045333159643	178	0.0206616366802089
TRBV28	223	0.0145248485637986	172	0.0199651770168311
TRBV15	223	0.0145248485637986	171	0.0198491004062681
TRBV4-1	220	0.014329447013613	187	0.0217063261752757
TRBV5-6	202	0.0131570377124992	144	0.0167150319210679
TRBV7-8	193	0.0125708330619423	154	0.0178757980266976
TRBV11-2	190	0.0123754315117567	89	0.0103308183401045
TRBV4-3	162	0.0105516837100241	129	0.0149738827626233
TRBV4-2	149	0.0097049436592197	107	0.012420197330238
TRBV7-6	144	0.00937927440891031	114	0.0132327336041788
TRBV5-5	134	0.00872793590829154	108	0.0125362739408009
TRBV6-2	133	0.00866280205822966	112	0.0130005803830528
TRBV18	97	0.00631798345600208	82	0.00951828206616367
TRBV6-6	86	0.00560151110532144	73	0.00847359257109692
TRBV6-1	72	0.00468963720445516	56	0.00650029019152641
TRBV14	71	0.00462450335439328	49	0.00568775391758561
TRBV7-7	48	0.0031264248029701	42	0.00487521764364481
TRBV11-3	46	0.00299615710284635	32	0.00371445153801509
TRBV10-2	43	0.00280075555266072	36	0.00417875798026698
TRBV25-1	38	0.00247508630235133	33	0.00383052814857806
TRBV30	27	0.00175861395167068	21	0.0024376088218224
TRBV21-1	26	0.00169348010160881	22	0.00255368543238537
TRBV11-1	20	0.00130267700123754	15	0.00174114915844457
TRBV19	17	0.00110727545105191	12	0.00139291932675566
TRBV6-4	17	0.00110727545105191	15	0.00174114915844457
TRBV5-4	16	0.00104214160099003	13	0.00150899593731863
TRBV5-8	14	0.00091187390086628	13	0.00150899593731863
TRBV13	11	0.000716472350680649	10	0.00116076610562972
TRBV16	11	0.000716472350680649	10	0.00116076610562972
TRBV12-5	9	0.000586204650556894	7	0.000812536273940801
TRBV6-3	3	0.000195401550185631	2	0.000232153221125943
TRBV7-4	3	0.000195401550185631	2	0.000232153221125943
TRBV10-1	1	6.51338500618772e-05	1	0.000116076610562972
TRBV12-1	1	6.51338500618772e-05	1	0.000116076610562972
TRBV12-2	1	6.51338500618772e-05	1	0.000116076610562972
TRBV6-8	1	6.51338500618772e-05	1	0.000116076610562972
IGHV3-22	1	6.51338500618772e-05	1	0.000116076610562972
TRBV5-7	1	6.51338500618772e-05	1	0.000116076610562972
TRBV3-2	1	6.51338500618772e-05	1	0.000116076610562972
#Min clone frequency: 6.51338500618772e-05	Max clone frequency: 0.312707614147072	 clone frequency SD: 0.0458640609814713
#Min gene frequency: 0.000116076610562972	Max gene frequency: 0.137782936738247	 gene frequency SD: 0.0277311143800315
