gene name	clone count	clone frequency	gene count	gene frequency
TRBV20-1	1599	0.21111697913916	1392	0.238846945778998
TRBV29-1	859	0.113414312120412	449	0.0770418668496912
TRBV5-1	767	0.101267494058622	691	0.11856554564173
TRBV7-2	493	0.0650911011354634	435	0.0746396705559369
TRBV3-1	465	0.0613942434644838	33	0.00566231983527797
TRBV12-3	423	0.0558489569580143	385	0.066060398078243
TRBV6-5	329	0.0434380776340111	295	0.050617707618394
TRBV7-3	283	0.0373646686031159	220	0.0377487989018531
TRBV12-4	272	0.0359123316609453	217	0.0372340425531915
TRBV10-3	255	0.0336678109321363	183	0.0314001372683596
TRBV7-9	252	0.033271719038817	226	0.0387783115991764
TRBV9	151	0.0199366252970689	136	0.0233356211393274
TRBV27	139	0.0183522577237919	111	0.0190459849004804
TRBV28	126	0.0166358595194085	55	0.00943719972546328
TRBV4-1	115	0.0151835225772379	102	0.0175017158544955
TRBV5-5	105	0.0138632162661738	58	0.00995195607412491
TRBV4-2	85	0.0112226036440454	77	0.0132120796156486
TRBV7-8	82	0.0108265117507262	62	0.0106382978723404
TRBV6-6	79	0.0104304198574069	72	0.0123541523678792
TRBV6-1	78	0.0102983892263005	69	0.0118393960192176
TRBV15	78	0.0102983892263005	70	0.0120109814687714
TRBV7-6	75	0.00990229733298125	57	0.00978037062457104
TRBV5-6	64	0.00844996039081067	58	0.00995195607412491
TRBV24-1	61	0.00805386849749142	55	0.00943719972546328
TRBV11-2	50	0.00660153155532083	48	0.00823610157858614
TRBV10-2	40	0.00528122524425667	39	0.00669183253260124
TRBV7-7	28	0.00369685767097967	28	0.00480439258750858
TRBV10-1	26	0.00343279640876683	24	0.00411805078929307
TRBV6-2	26	0.00343279640876683	22	0.00377487989018531
TRBV2	24	0.003168735146554	22	0.00377487989018531
TRBV18	22	0.00290467388434117	21	0.00360329444063143
TRBV30	21	0.00277264325323475	18	0.0030885380919698
TRBV6-4	16	0.00211249009770267	15	0.00257378174330817
TRBV25-1	15	0.00198045946659625	15	0.00257378174330817
TRBV5-8	14	0.00184842883548983	13	0.00223061084420041
TRBV5-4	10	0.00132030631106417	10	0.00171585449553878
TRBV21-1	6	0.0007921837866385	6	0.00102951269732327
TRBV7-4	5	0.000660153155532083	5	0.000857927247769389
TRBV11-3	5	0.000660153155532083	5	0.000857927247769389
TRBV11-1	5	0.000660153155532083	5	0.000857927247769389
TRBV14	4	0.000528122524425667	3	0.000514756348661634
TRBV6-3	3	0.00039609189331925	3	0.000514756348661634
TRBV13	3	0.00039609189331925	3	0.000514756348661634
TRBV19	3	0.00039609189331925	3	0.000514756348661634
TRBV16	3	0.00039609189331925	2	0.000343170899107756
TRBV12-5	2	0.000264061262212833	2	0.000343170899107756
TRBV1	2	0.000264061262212833	2	0.000343170899107756
TRBV6-7	2	0.000264061262212833	2	0.000343170899107756
TRBV6-8	1	0.000132030631106417	1	0.000171585449553878
TRBV12-2	1	0.000132030631106417	1	0.000171585449553878
TRBV6-9	1	0.000132030631106417	1	0.000171585449553878
TRBV22-1	1	0.000132030631106417	1	0.000171585449553878
#Min clone frequency: 0.000132030631106417	Max clone frequency: 0.21111697913916	 clone frequency SD: 0.0367235625182986
#Min gene frequency: 0.000171585449553878	Max gene frequency: 0.238846945778998	 gene frequency SD: 0.0391780000355031
