gene name	clone count	clone frequency	gene count	gene frequency
TRBV20-1	1321	0.13339392103403	1134	0.129911788291901
TRBV7-2	1072	0.108250025244875	722	0.0827127964257074
TRBV12-3	761	0.0768454003837221	699	0.0800779012487112
TRBV7-9	739	0.0746238513581743	673	0.0770993240921068
TRBV5-1	683	0.0689689992931435	623	0.0713712910986367
TRBV10-3	398	0.0401898414621832	371	0.0425020048115477
TRBV29-1	370	0.0373624154296678	338	0.0387215030358575
TRBV7-3	335	0.0338281328890235	318	0.0364302898384695
TRBV24-1	297	0.0299909118448955	237	0.027150876389048
TRBV15	273	0.0275674038170251	222	0.025432466491007
TRBV3-1	260	0.0262546703019287	240	0.0274945583686562
TRBV4-1	257	0.0259517317984449	245	0.0280673616680032
TRBV6-5	246	0.024840957285671	232	0.026578073089701
TRBV28	238	0.0240331212763809	213	0.0244014205521824
TRBV9	225	0.0227203877612845	213	0.0244014205521824
TRBV2	208	0.021003736241543	187	0.021422843395578
TRBV27	207	0.0209027567403817	176	0.0201626761370145
TRBV7-8	205	0.0207007977380592	190	0.0217665253751862
TRBV12-4	197	0.0198929617287691	190	0.0217665253751862
TRBV4-2	187	0.0188831667171564	177	0.020277236796884
TRBV4-3	155	0.015651822679996	144	0.0164967350211937
TRBV5-5	146	0.0147430071695446	136	0.0155802497422385
TRBV7-6	128	0.0129253761486418	119	0.0136327185244587
TRBV6-6	124	0.0125214581439968	117	0.0134035972047199
TRBV6-2	123	0.0124204786428355	117	0.0134035972047199
TRBV5-6	109	0.0110067656265778	105	0.0120288692862871
TRBV18	91	0.00918913460567505	87	0.00996677740863787
TRBV11-2	81	0.00817933959406241	76	0.00870661015007447
TRBV6-1	78	0.00787640109057861	71	0.00813380685072746
TRBV10-2	52	0.00525093406038574	45	0.00515522969412304
TRBV7-7	49	0.00494799555690195	49	0.00561347233360064
TRBV25-1	46	0.00464505705341816	42	0.00481154771451484
TRBV21-1	34	0.00343330303948298	30	0.00343681979608203
TRBV10-1	28	0.0028274260325154	26	0.00297857715660442
TRBV30	27	0.00272644653135414	27	0.00309313781647382
TRBV14	21	0.00212056952438655	19	0.00217665253751862
TRBV11-1	19	0.00191861052206402	18	0.00206209187764922
TRBV5-8	18	0.00181763102090276	15	0.00171840989804101
TRBV6-4	14	0.0014137130162577	14	0.00160384923817161
TRBV5-4	12	0.00121175401393517	10	0.00114560659869401
TRBV3-2	9	0.000908815510451378	6	0.000687363959216405
TRBV16	8	0.000807836009290114	8	0.000916485278955207
TRBV13	8	0.000807836009290114	7	0.000801924619085806
TRBV11-3	7	0.00070685650812885	7	0.000801924619085806
TRBV19	7	0.00070685650812885	7	0.000801924619085806
TRBV6-7	6	0.000605877006967586	5	0.000572803299347004
TRBV12-2	5	0.000504897505806321	5	0.000572803299347004
TRBV7-4	4	0.000403918004645057	3	0.000343681979608203
TRBV5-7	3	0.000302938503483793	3	0.000343681979608203
TRBV12-5	2	0.000201959002322529	2	0.000229121319738802
TRBV6-9	2	0.000201959002322529	2	0.000229121319738802
TRBV1	2	0.000201959002322529	1	0.000114560659869401
TRBV5-3	1	0.000100979501161264	1	0.000114560659869401
IGHV3-22	1	0.000100979501161264	1	0.000114560659869401
TRBV6-3	1	0.000100979501161264	1	0.000114560659869401
IGKV1-12	1	0.000100979501161264	1	0.000114560659869401
TRBV22-1	1	0.000100979501161264	1	0.000114560659869401
TRBV12-1	1	0.000100979501161264	1	0.000114560659869401
#Min clone frequency: 0.000100979501161264	Max clone frequency: 0.13339392103403	 clone frequency SD: 0.0267685916698798
#Min gene frequency: 0.000114560659869401	Max gene frequency: 0.129911788291901	 gene frequency SD: 0.0255423739113732
