gene name	clone count	clone frequency	gene count	gene frequency
TRBV20-1	4607	0.397772405456743	436	0.122540753232153
TRBV5-1	2794	0.241236401312381	295	0.082911748173131
TRBV7-3	529	0.0456743222241409	117	0.0328836424957841
TRBV7-2	451	0.0389397340701088	390	0.109612141652614
TRBV7-9	370	0.0319461232947677	293	0.0823496346261945
TRBV6-1	290	0.0250388533931963	31	0.00871275997751546
TRBV12-3	242	0.0208944914522535	211	0.0593029792017988
TRBV6-5	232	0.0200310827145571	94	0.0264193367060146
TRBV29-1	173	0.0149369711621482	131	0.0368184373243395
TRBV24-1	160	0.0138145398031428	129	0.036256323777403
TRBV10-3	130	0.0112243135900535	106	0.0297920179876335
TRBV15	111	0.00958383698843032	68	0.0191118605958404
TRBV4-3	110	0.00949749611466068	94	0.0264193367060146
TRBV5-6	106	0.00915213261958211	61	0.0171444631815627
TRBV12-4	104	0.00897945087204283	99	0.0278246205733558
TRBV4-1	88	0.00759799689172854	82	0.0230466554243957
TRBV9	88	0.00759799689172854	74	0.0207982012366498
TRBV6-2	85	0.00733897427041962	70	0.0196739741427768
TRBV27	83	0.00716629252288033	70	0.0196739741427768
TRBV18	78	0.00673458815403212	55	0.0154581225407532
TRBV7-8	76	0.00656190640649283	68	0.0191118605958404
TRBV3-1	70	0.00604386116387498	60	0.0168634064080944
TRBV28	66	0.00569849766879641	63	0.0177065767284992
TRBV2	60	0.00518045242617855	52	0.0146149522203485
TRBV7-6	56	0.00483508893109998	44	0.0123664980326026
TRBV4-2	55	0.00474874805733034	52	0.0146149522203485
TRBV11-2	53	0.00457606630979105	49	0.0137717818999438
TRBV6-6	45	0.00388533931963391	43	0.0120854412591343
TRBV7-7	43	0.00371265757209463	23	0.00646430578976953
TRBV5-5	42	0.00362631669832499	41	0.0115233277121979
TRBV10-2	34	0.00293558970816785	19	0.00534007869589657
TRBV25-1	26	0.00224486271801071	25	0.00702641933670601
TRBV14	18	0.00155413572785357	13	0.00365373805508713
TRBV30	15	0.00129511310654464	14	0.00393479482855537
TRBV11-3	14	0.001208772232775	14	0.00393479482855537
TRBV10-1	12	0.00103609048523571	12	0.00337268128161889
TRBV6-4	9	0.000777067863926783	8	0.00224845418774592
TRBV21-1	8	0.00069072699015714	7	0.00196739741427768
TRBV13	8	0.00069072699015714	6	0.00168634064080944
TRBV12-5	7	0.000604386116387498	7	0.00196739741427768
TRBV11-1	7	0.000604386116387498	6	0.00168634064080944
TRBV5-4	6	0.000518045242617855	6	0.00168634064080944
TRBV6-3	5	0.000431704368848213	4	0.00112422709387296
TRBV16	4	0.00034536349507857	4	0.00112422709387296
TRBV5-8	4	0.00034536349507857	4	0.00112422709387296
TRBV7-4	2	0.000172681747539285	2	0.000562113546936481
TRBV19	2	0.000172681747539285	2	0.000562113546936481
TRBV12-2	2	0.000172681747539285	2	0.000562113546936481
IGKV7-3	1	8.63408737696426e-05	1	0.000281056773468241
TRBV6-9	1	8.63408737696426e-05	1	0.000281056773468241
#Min clone frequency: 8.63408737696426e-05	Max clone frequency: 0.397772405456743	 clone frequency SD: 0.0645121786057176
#Min gene frequency: 0.000281056773468241	Max gene frequency: 0.122540753232153	 gene frequency SD: 0.0270819607145855
